,Unnamed: 0,quoteID,quotation,speaker,qids,date,numOccurrences,urls,phase,speaker_prob,url_countries,disaster
20629,71808,2020-01-20-004896,Anyone with information regarding this case is encouraged to call the Police Department at (830) 379-2123 or the Guadalupe County Crime Stoppers at 877-403-TIPS (8477).,Terry Nichols,Q1354768,2020-01-20 16:36:00,1,['http://seguingazette.com/alert/article_fa870356-3ba2-11ea-be7e-13384d0ee0c9.html'],E,0.8616,['US'],1
12987,178608,2016-05-09-089847,"There was stuff falling down. I could look over the hillside and I could see trees and houses burning up high on the hill from our schoolyard,",None,,2016-05-09 17:27:00,1,['http://www.theloop.ca/mother-and-son-separated-in-fort-mcmurray-have-heartwarming-reunion/'],E,0.9352,['CA'],1
16468,119347,2018-08-28-091539,"The health department has no physical evidence of prostitution activity,",None,,2018-08-28 05:52:31,1,['http://jamaica-star.com/article/news/20180828/condoms-block-drains-market-authorities-suspect-prostitutes-are-selling-sex'],E,0.8906,['JM'],1
11524,170263,2015-02-19-022142,He played well when he came on and got a good goal as well.,None,,2015-02-19 23:11:00,7,"['http://www1.skysports.com/football/news/12040/9722456/ronny-deila-hails-unbelievable-celtic-players-and-crowd-after-draw-with-inter-milan'
 'http://eveningtimes.co.uk/celtic/deila-delight-at-celtic-park-drama-197947n.118940418'
 'http://www.expressandstar.com/sport/uk-sport/2015/02/20/deila-delight-at-celtic-park-drama/'
 'http://www.football.co.uk/celtic/deila_delight_at_celtic_park_drama_rss5590776.shtml'
 'http://www.sport.co.uk/football/deila-delight-at-celtic-park-drama/5590776/'
 'http://www1.skysports.com/football/news/11787/9722456/ronny-deila-hails-unbelievable-celtic-players-and-crowd-after-draw-with-inter-milan'
 'http://brechinadvertiser.co.uk/news/deila-delight-at-celtic-park-drama-1-3696259']",E,0.4936,['UK'],1
17564,36384,2018-11-03-057114,"There was such a good chance for 2-2, but then we conceded for 3-1 instead. I'm proud that we fought it out blow for blow with a very strong side and pushed to the end for an equaliser. Unfortunately, it didn't come.",None,,2018-11-03 22:11:48,1,['https://www.football-italia.net/130227/maran-proud-cagliari'],E,0.8981,,1
17504,39500,2018-06-22-024370,has succeeded in furthering its right-wing agenda,None,,2018-06-22 00:00:00,1,['https://abcnews.go.com/Politics/note-limits-trumps-powers-made-evident/story?id=56077106'],E,0.4612,['US'],1
20405,101786,2020-02-15-052360,"We can confirm that our Caroline passed away today on the 15th February,",None,,2020-02-15 04:46:00,97,"['http://www.eonline.com/news/1123478/kelly-osbourne-and-more-stars-pay-tribute-to-host-caroline-flack'
 'http://www.breitbart.com/news/top-uk-tv-presenter-caroline-flack-found-dead/'
 'https://www.dailyexaminer.com.au/news/third-death-linked-to-hit-reality-tv-show/3945756/'
 'https://www.northernstar.com.au/news/third-death-linked-to-hit-reality-tv-show/3945756/'
 'https://www.tweeddailynews.com.au/news/third-death-linked-to-hit-reality-tv-show/3945756/'
 'https://etcanada.com/news/593440/love-island-host-caroline-flack-dead-at-40/'
 'https://www.dailymercury.com.au/news/third-death-linked-to-hit-reality-tv-show/3945756/'
 'https://www.frasercoastchronicle.com.au/news/third-death-linked-to-hit-reality-tv-show/3945756/'
 'https://www.gladstoneobserver.com.au/news/third-death-linked-to-hit-reality-tv-show/3945756/'
 'https://www.news-mail.com.au/news/third-death-linked-to-hit-reality-tv-show/3945756/'
 'https://www.qt.com.au/news/third-death-linked-to-hit-reality-tv-show/3945756/'
 'https://www.sunshinecoastdaily.com.au/news/third-death-linked-to-hit-reality-tv-show/3945756/'
 'https://www.themorningbulletin.com.au/news/third-death-linked-to-hit-reality-tv-show/3945756/'
 'https://www.warwickdailynews.com.au/news/third-death-linked-to-hit-reality-tv-show/3945756/'
 'https://www.whitsundaytimes.com.au/news/third-death-linked-to-hit-reality-tv-show/3945756/'
 'http://feeds.businessinsider.com.au/~/618465324/0/businessinsideraustralia~Caroline-Flack-former-Love-Island-host-has-died-at'
 'https://www.businessinsider.com.au/caroline-flack-former-love-island-host-has-died-at-40-2020-2'
 'http://refinery29.com/en-us/2020/02/9420939/caroline-flack-former-love-island-host-dead'
 'https://www.irishmirror.ie/showbiz/celebrity-news/boy-george-slams-cps-caroline-21505486'
 'https://www.mirror.co.uk/3am/celebrity-news/boy-george-slams-cps-caroline-21505289'
 'https://people.com/tv/love-island-caroline-flack-death-celebs-react/'
 'https://www.mirror.co.uk/3am/celebrity-news/caroline-flacks-whirlwind-career-sky-21505246'
 'https://www.thesun.co.uk/tvandshowbiz/10972178/caroline-flack-cps-pressing-charges/'
 'https://www.thesun.co.uk/tvandshowbiz/10972352/caroline-flacks-lawyers-blast-cps/'
 'https://www.thesun.co.uk/tvandshowbiz/10972352/caroline-flacks-managers-blast-cps/'
 'https://www.news.com.au/entertainment/tv/reality-tv/calls-for-love-island-to-be-axed-following-the-death-of-its-former-host-caroline-flack/news-story/a4a0f84b5098a36b843b20c2c2b69a47'
 'https://www.papermag.com/caroline-flack-love-island-dead-2645162520.html'
 'http://www.chinchillanews.com.au/news/third-death-linked-to-hit-reality-tv-show/3945756/'
 'http://coffscoastadvocate.com.au/news/third-death-linked-to-hit-reality-tv-show/3945756/'
 'http://www.southburnetttimes.com.au/news/third-death-linked-to-hit-reality-tv-show/3945756/'
 'http://www.ballinaadvocate.com.au/news/third-death-linked-to-hit-reality-tv-show/3945756/'
 'http://www.cqnews.com.au/news/third-death-linked-to-hit-reality-tv-show/3945756/'
 'http://www.gympietimes.com.au/news/third-death-linked-to-hit-reality-tv-show/3945756/'
 'http://www.balonnebeacon.com.au/news/third-death-linked-to-hit-reality-tv-show/3945756/'
 'http://www.coolum-news.com.au/news/third-death-linked-to-hit-reality-tv-show/3945756/'
 'http://www.ipswichadvertiser.com.au/news/third-death-linked-to-hit-reality-tv-show/3945756/'
 'http://www.noosanews.com.au/news/third-death-linked-to-hit-reality-tv-show/3945756/'
 'http://www.gattonstar.com.au/news/third-death-linked-to-hit-reality-tv-show/3945756/'
 'http://www.byronnews.com.au/news/third-death-linked-to-hit-reality-tv-show/3945756/'
 'http://www.echonews.com.au/news/third-death-linked-to-hit-reality-tv-show/3945756/'
 'http://express.co.uk/news/uk/1242910/TV-star-Caroline-Flack-dead-at-40-Tragedy-Love-Island-host-dies-London-flat'
 'http://www.centraltelegraph.com.au/news/third-death-linked-to-hit-reality-tv-show/3945756/'
 'http://www.themalaymailonline.com/news/showbiz/2020/02/16/top-uk-tv-presenter-caroline-flack-found-dead/1837949'
 'https://www.mirror.co.uk/tv/tv-news/channel-4-cancel-caroline-flacks-21506704'
 'https://www.aceshowbiz.com/news/view/00149227.html'
 'https://www.mirror.co.uk/3am/celebrity-news/caroline-flack-discussed-mental-health-21506741'
 'https://www.mirror.co.uk/3am/celebrity-news/caroline-flack-determined-clear-name-21506758'
 'https://www.freemalaysiatoday.com/category/leisure/2020/02/16/love-island-presenter-caroline-flack-found-dead/'
 'http://www.breitbart.com/news/tv-star-flack-under-pressure-from-show-trial-management-says-after-suicide/'
 'https://www.dailystar.co.uk/showbiz/caroline-flacks-agent-blasts-cps-21506765'
 'https://www.irishmirror.ie/showbiz/celebrity-news/olly-murs-recalls-laughing-flirting-21506820'
 'https://www.mirror.co.uk/3am/celebrity-news/olly-murs-recalls-laughing-flirting-21506815'
 'http://gulfnews.com/entertainment/tv/caroline-flack-who-hosted-love-island-dies-by-suicide-1.69743248'
 'http://www.dhakatribune.com/world/2020/02/16/top-uk-tv-presenter-caroline-flack-found-dead'
 'https://www.dailystar.co.uk/news/latest-news/paddy-mcguinness-shares-last-texts-21506900'
 'http://www.breitbart.com/news/uk-tv-star-flack-under-pressure-from-show-trial-management-says-after-suicide/'
 'https://www.thejakartapost.com/life/2020/02/17/uk-tv-star-flack-under-pressure-from-show-trial-management-says-after-suicide.html'
 'https://www.mirror.co.uk/3am/celebrity-news/breaking-lewis-burton-pays-tribute-21507006'
 'https://www.thesun.co.uk/tvandshowbiz/10973668/caoline-flack-boyfriend-lewis-burton-instagram-post/'
 'https://www.irishmirror.ie/showbiz/celebrity-news/caroline-flack-finally-found-love-21507143'
 'https://www.mirror.co.uk/3am/celebrity-news/caroline-flack-finally-found-love-21507048'
 'http://www.rappler.com/entertainment/news/251958-british-tv-presenter-caroline-flack-dead'
 'https://www.irishmirror.ie/showbiz/celebrity-news/caroline-flacks-london-bolthole-tried-21507288'
 'https://www.mirror.co.uk/3am/celebrity-news/caroline-flacks-london-bolthole-tried-21507199'
 'https://www.mirror.co.uk/3am/celebrity-news/caroline-flacks-boyfriend-angrily-blames-21507342'
 'https://www.thesun.co.uk/tvandshowbiz/10973860/love-island-caroline-flack-duty-care/'
 'https://www.thesun.co.uk/tvandshowbiz/10973860/love-island-reality-shows-duty-of-care/'
 'http://www.ibtimes.com/tv-star-flack-under-pressure-show-trial-management-says-after-suicide-2923145'
 'http://www.digitaljournal.com/news/world/tv-star-flack-under-pressure-from-show-trial-management-says-after-suicide/article/567202'
 'https://www.pulse.com.gh/news/world/tv-star-flack-under-pressure-from-show-trial-management-says-after-suicide/n6shkww'
 'https://www.geo.tv/latest/272638-caroline-flack-under-pressure-from-show-trial-management-says-after-suicide'
 'https://www.mirror.co.uk/3am/celebrity-news/andrew-brady-seen-first-time-21507517'
 'https://arynews.tv/en/caroline-flack-tv-star-suicide-domestic-abuse-claims/'
 'https://www.irishmirror.ie/showbiz/celebrity-news/caroline-flacks-best-pal-who-21508399'
 'https://www.mirror.co.uk/3am/celebrity-news/caroline-flacks-best-pal-who-21508128'
 'https://www.irishmirror.ie/showbiz/celebrity-news/caroline-flacks-boyfriend-angrily-blames-21508155'
 'https://www.irishmirror.ie/showbiz/celebrity-news/caroline-flacks-flat-surrounded-ambulances-21508778'
 'https://www.mirror.co.uk/3am/celebrity-news/caroline-flacks-flat-surrounded-ambulances-21508460'
 'https://www.dailyrecord.co.uk/entertainment/celebrity/caroline-flacks-best-pal-last-21508624'
 'https://www.thenews.com.pk/latest/614926-caroline-flak-took-her-own-life-over-pressure-from-show-trial-management'
 'https://www.rappler.com/entertainment/news/251994-caroline-flack-under-pressure-show-trial?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed: rappler (Rappler)'
 'https://citizen.co.za/lifestyle/your-life-entertainment-your-life/entertainment-celebrities/2242445/ex-love-island-host-caroline-flack-dies-aged-40-reports/'
 'http://www.breitbart.com/news/top-uk-tv-presenter-caroline-flack-found-dead-2/'
 'https://www.hellomagazine.com/film/2020021784856/phillip-schofield-breaks-down-tears-live-on-air-tribute-caroline-flack/'
 'http://www.hellomagazine.com/celebrities/2020021784864/amanda-holden-powerful-tribute-caroline-flack/'
 'https://www.irishmirror.ie/showbiz/celebrity-news/caroline-flacks-heartbroken-friends-held-21513118'
 'https://www.mirror.co.uk/3am/celebrity-news/caroline-flacks-heartbroken-friends-held-21512927'
 'https://www.mirror.co.uk/3am/celebrity-news/molly-mae-hague-cancels-plt-21514573'
 'https://people.com/tv/love-island-pays-tribute-caroline-flack-after-death/'
 'http://digitalspy.com/tv/a30984435/brit-awards-2020-harry-styles-caroline-flack-tribute/'
 'https://www.irishmirror.ie/showbiz/celebrity-news/laurence-fox-opens-up-heartbreak-21522514'
 'https://www.eonline.com/news/1124166/caroline-flack-s-cause-of-death-revealed?cmpid=rss-000000-rssfeed-365-topstories&utm_source=eonline&utm_medium=rssfeeds&utm_campaign=rss_topstories'
 'http://www.billboard.com/node/8551355'
 'https://people.com/tv/love-island-caroline-flack-cause-of-death-suicide/'
 'https://ew.com/celebrity/2020/02/19/caroline-flack-love-island-host-cause-of-death/'
 'https://www.dailystar.co.uk/showbiz/nicola-mclean-says-caroline-flack-21548809'
 'http://www.eonline.com/news/1131346/caroline-flack-s-boyfriend-shares-emotional-tribute-1-month-after-her-death']",E,0.5704,['US' 'RP' 'PK' 'MY' 'BG' 'AE' 'SF' 'EI' 'ID' 'GH' 'AS' 'UK'],1
12534,15375,2016-08-04-122096,violating bankruptcy procedures and for delaying the release of a movie recently considered to be the studio's savior.,None,,2016-08-04 19:30:27,2,"['http://www.onenewspage.com/n/US/759s5o1m2/Suicide-Squad-Executive-Producer-Is-Donald-Trump.htm'
 'http://chron.com/entertainment/the-wrap/article/Suicide-Squad-Executive-Producer-Is-Donald-9123064.php']",E,0.44,['US'],1
11811,19910,2015-01-30-040517,"In spite of improvements in motor vehicle safety in recent years, motor vehicle crashes remain a major source of [ injury and death ] in the United States.",Michael Albert,Multiple,2015-01-30 12:00:00,5,"['http://health.usnews.com/health-news/articles/2015/01/30/teens-young-adults-most-likely-to-go-to-er-after-car-accidents-report'
 'http://medicalxpress.com/news/2015-01-teens-young-adults-er-car.html'
 'http://www.ktvn.com/story/27982749/teens-young-adults-most-likely-to-go-to-er-after-car-accidents-report'
 'http://kfvs12.com/story/27982749/teens-young-adults-most-likely-to-go-to-er-after-car-accidents-report'
 'http://wogx.com/story/27982749/teens-young-adults-most-likely-to-go-to-er-after-car-accidents-report']",E,0.8724,['US'],1
12914,15623,2016-09-09-078622,"NAB is catching only small thieves,",Nawaz Sharif,Q134068,2016-09-09 21:32:36,1,['http://onlinenews.com.pk/index.php?page=newsdetail&news_id=5049&mp=1'],E,0.6757,['PK'],1
1898,182418,2009-10-09-077063,"the rockport coastline was destroyed from long beach to pigeon cove during the blizzard of' 78, and then that spring we began a $6.2 million, 10-mile-plus pigeon cove sewer project; i think 1978 aged me.",george robertson,Multiple,2009-10-09 11:01:01,1,['http://gloucestertimes.com/punews/local_story_281225027.html'],A,0.7832,['US'],1
637,10266,2009-09-12-007881,electronic crime scene: know thy enemy,kendall holt,Q2469352,2009-09-12 19:34:15,1,['http://blog.taragana.com/n/man-pleads-guilty-to-reduced-charge-in-1974-murder-of-fellow-byu-student-166922/'],A,0.3284,['IN'],1
10739,107928,2015-09-29-047577,"If the Americans take the appropriate actions vis-a-vis Iranian citizens who are being imprisoned here, then the right atmosphere and environment will be created for reciprocal actions, perhaps.",Hassan Rouhani,Q348144,2015-09-29 10:13:51,1,['http://www.christiantoday.com/article/pastor.saeed.abedini.treated.like.a.pawn.in.a.game.of.chess.wife.says/66083.htm'],E,0.7501,['US'],1
6435,136574,2012-05-30-078578,"they want our countries to have a democracy that will allow the continuation of their [ western countries' ] occupation of iraq and afghanistan and will allow their armies and fleets to continue to control the sources of oil,",hosni mubarak,Q34105,2012-05-30 11:23:07,1,['http://middle-east-online.com/english?id=52561'],C,0.534,['IZ'],1
12361,130049,2016-09-22-129759,This game could have been 3-0 in the first five minutes.,Chaka Daley,Q5068262,2016-09-22 05:56:14,1,['http://michigandaily.com/section/soccer/wolverines-first-win-still-eludes-them'],E,0.8291,['US'],1
12386,67637,2016-09-27-076131,"Meeting this scale of electricity demand growth would require the coordinated deployment of multiple low-carbon options,",None,,2016-09-27 17:46:48,2,"['http://ottawacitizen.com/storyline/reevely-liberals-cut-green-energy-plans-again-betting-against-their-own-climate-change-policies'
 'http://news.nationalpost.com/news/canada/canadian-politics/david-reevely-liberals-cut-green-energy-plans-again-betting-against-their-own-climate-change-policies']",E,0.8736,['CA'],1
4730,149553,2011-03-09-034066,"if anything even remotely appears to be heading in that direction, call spd.",wayne smith,Multiple,2011-03-09 03:02:22,2,"['http://shreveporttimes.com/article/20070209/NEWS01/702090325/0/LIVING/Residents-police-expect-Centaur-parade-spur-heavy-traffic?odyssey=nav|head'
 'http://shreveporttimes.com/article/20070209/NEWS01/702090325/0/MGG/Residents-police-expect-Centaur-parade-spur-heavy-traffic?odyssey=nav|head']",C,0.6016,['US'],1
11275,153325,2015-09-09-108955,two sprees of killings and mass rape of civilians,None,,2015-09-09 16:02:53,3,"['http://home.nzcity.co.nz/nl.aspx?3351271'
 'http://www.modernghana.com/news/641742/1/sudan-govt-militia-carried-out-darfur-rape-killing.html'
 'http://www.timeslive.co.za/thetimes/2015/09/10/Bashir-militia-committed-atrocities']",E,0.8461,['GH' 'SF' 'NZ'],1
